text,label,source
" and of course   "" anti-racist "" "" is a code word for "" "" anti-white "" "" . "" "" self-hating jews "" "" are nothing compared with self-hating white people . """,implicit_hate,implicit_hate
" i like jared taylor .  "" he white "" "" """,implicit_hate,implicit_hate
" race cucks like paul ryan should be banished to live in a  "" diverse "" "" neighbrhd if they want t spout such nonsense """,implicit_hate,implicit_hate
" right ? what good is  "" white supremacy "" "" if it leads to a white minority . """,implicit_hate,implicit_hate
" rt  "" : proud white women speak out against white genocide ( video ) via "" "" """,implicit_hate,implicit_hate
" rt  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via #wr """,implicit_hate,implicit_hate
" rt : how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel # r ... """,implicit_hate,implicit_hate
" rt : white racialists rally in edmonton  alberta and london  ontario as a commemoration of  "" white pride worldwide day "" "" ... """,implicit_hate,implicit_hate
" rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college """,implicit_hate,implicit_hate
" rt australia returns non-white invaders ; jewish  "" human rights "" "" groups flip out | more : """,implicit_hate,implicit_hate
" rt black people can't be racist  "" : ohio man pushes white jogger into traffic because he "" "" hates whites "" "" via """,implicit_hate,implicit_hate
" rt dawa = > barbaric  totalitarian political ideology intent on enslaving all human beings for  "" allah "" "" imagine founding a club on these principles """,implicit_hate,implicit_hate
" rt since when was jesus  "" mixed race "" "" ? ... please stop trying to stick jesus and christianity into your criminal communist ideology . don't tell me you're like those bbc anti-white racists that depict julius caesar and achilles as black men in the name of "" "" diversity "" "" and inclusiveness """,implicit_hate,implicit_hate
" they smother the good white people of america ! they need to be hung  brother  "" south "" "" ! """,implicit_hate,implicit_hate
" uk sport displays anti white racism when they cut funding for  "" white sports "" "" prior to tokyo olympics ! """,implicit_hate,implicit_hate
" us should have leaders this brave rt :  "" i don't want blacks in estonia ; this is a white country "" "" via """,implicit_hate,implicit_hate
#altrightmeans becoming great again .,implicit_hate,implicit_hate
#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . choose now .,implicit_hate,implicit_hate
#blacklivesmatter and again . black on white crime ! what a surprise ...,implicit_hate,implicit_hate
#defundnfl stop paying to make people who hate you  your nation  your people rich . #wakeupwhiteman,implicit_hate,implicit_hate
#iffootballdidntexist white men would fulfill their tribal instinct by standing up for their own kind  not worshipping negros who hate them .,implicit_hate,implicit_hate
#kkk  i do not mind your booklet . how can i support ? ? ?,implicit_hate,implicit_hate
#ukraine #ukrainian thanks brothers . white pride worldwide . #wpww #14words .,implicit_hate,implicit_hate
. hey watch this . #leftism = enabling #islamists since times before #crusades . #historyrepeats,implicit_hate,implicit_hate
. op ed : islamic doctrine of shariah is anti-constitutional . your future potus should agree .,implicit_hate,implicit_hate
: and throw in weekly standard these filthy white trash disgust me,implicit_hate,implicit_hate
: csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable,implicit_hate,implicit_hate
: elin krantz : just another dead white liberal female raped to death by non-white invader,implicit_hate,implicit_hate
: hollywood jew harvey weinstein busted for decades-long sexual abuse of white women via,implicit_hate,implicit_hate
: jewish harvard professor wants to abolish the white race ! read more : via,implicit_hate,implicit_hate
: kanye west releases his most anti-white rap song ever sucks hes the most racist man alive ..,implicit_hate,implicit_hate
: nice to know that tsunami didn't dampen their energy to stay in the 7th century .,implicit_hate,implicit_hate
: uk : students in islamic schools taught sharia amputation methods and that jews are conspiring to take over ...,implicit_hate,implicit_hate
: where is the media outrage ? white man was lynched and robbed by a racist black gang ! ( video ) via ...,implicit_hate,implicit_hate
: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,implicit_hate,implicit_hate
a certain 1400 years old religious ideology has proven to be the biggest killing machine of innocent people in human history,implicit_hate,implicit_hate
a future for white children ! in the same fashon as hitler youth  who were given the great honor of dying for hitler ! seig heil ! amen !,implicit_hate,implicit_hate
all jews should be evicted from white countries,implicit_hate,implicit_hate
all white are not aryans ; why are they trying to board the bandwagon of aryans ?,implicit_hate,implicit_hate
angola used to be a prosperous portuguese colony . whites fled en masse in 1975,implicit_hate,implicit_hate
another white fourteen year old gang-raped by africans in norway via #wpww,implicit_hate,implicit_hate
anti-white tweets from hijab #rio2016 athlete . #deportallmuslims,implicit_hate,implicit_hate
are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,implicit_hate,implicit_hate
are you jewish ? if so you aren't white . either way you're anti-white .,implicit_hate,implicit_hate
basic human rightswhat for so how are u guys on jews and blacksben n i hate them,implicit_hate,implicit_hate
because of course #whitepeople need #billboard #marketing kkk #kkk,implicit_hate,implicit_hate
before i read it was white pride i was going to suggest white only sessions,implicit_hate,implicit_hate
belgium : non-white invader rapes white woman after dont rape course : via,implicit_hate,implicit_hate
both north america and europe belong to us . white men conquered and colonized both .,implicit_hate,implicit_hate
britain sees race war brewing between non-white invaders | read more :,implicit_hate,implicit_hate
can whites have black artists shoved down their throats without losing their own culture and heritage ?,implicit_hate,implicit_hate
come together white people or perish,implicit_hate,implicit_hate
don't tell bernie ; hescandinavian socialism & will shudder islam invasion,implicit_hate,implicit_hate
don't think the white public won't turn against the blm unless the lying media tells them to . the white public rejects the media,implicit_hate,implicit_hate
don't worry  bill . it's not a pogrom . we're just replacing jews with white people .,implicit_hate,implicit_hate
elin krantz : just another #dead white liberal #female #raped to #death by #non-white #invader via,implicit_hate,implicit_hate
extinction of america's white population speeds up #swrm #whitegenocide #prowhite #speedsup via,implicit_hate,implicit_hate
final solution : the 1941 plan to exterminate germans #whitegenocide #munich #prayformunich,implicit_hate,implicit_hate
german #holocaust #revisionist patriot horst mahler arrested in hungary via,implicit_hate,implicit_hate
hate group because your proud to be a white american christian ? insanity ! and very disappointing !,implicit_hate,implicit_hate
he is also a black racist . dont forget that .,implicit_hate,implicit_hate
help us in california . they are killing americans jobs and taking over the state . some wont go out if they dont have to . a lot dont speak english . they have taken over everything . the politicians are not for americans . they are for illegals . cant move,implicit_hate,implicit_hate
heretics = infidels halal to kill,implicit_hate,implicit_hate
horrible . 9 year old white boy commits suicide after being tormented for months by racist arabs via,implicit_hate,implicit_hate
i don't think his message of racial inclusion was aimed at minorities . i think it was aimed at cucky whites .,implicit_hate,implicit_hate
i stick up for white people  thats not what you're are racist and putting down other races .,implicit_hate,implicit_hate
i support the alt right aspersions for portion of us to be all white ethnostate  even,implicit_hate,implicit_hate
i support the white brotherhood,implicit_hate,implicit_hate
i take that back . one of his parents must be white . not purebred,implicit_hate,implicit_hate
i was born white  i can't help it . i should just kill myself ... said no one ever .,implicit_hate,implicit_hate
if a muslim kill a jew they celebrate him as a hero . if a christian kill a jew we call,implicit_hate,implicit_hate
if it's white it's right,implicit_hate,implicit_hate
interracial marriage = white genocide,implicit_hate,implicit_hate
is white nationalism an #adl honey pot front ?,implicit_hate,implicit_hate
islam is racist,implicit_hate,implicit_hate
isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,implicit_hate,implicit_hate
it would be nice .. i would like the idea of my white race surviving .. to thrive and kick a,implicit_hate,implicit_hate
it's fundamentally different . whites are better off without blacks and jews ; both parasites on white civilization,implicit_hate,implicit_hate
it's us white gentiles getting screwed ! :,implicit_hate,implicit_hate
its ok to love who you are . unless you're white,implicit_hate,implicit_hate
jewish activists welcome the scandals slowing the trump agenda,implicit_hate,implicit_hate
jews know deep down  they're not white,implicit_hate,implicit_hate
jews run banking  media  academia  and govt ; you're the dummies .,implicit_hate,implicit_hate
jews want each of those girls to reject white men and use their white wombs to hatch black babies with black men .,implicit_hate,implicit_hate
just search twitter with ' white people '  you'd be surprised on how many anti-white non-whites there are . #diversity,implicit_hate,implicit_hate
lahore was a beautiful city dominated by sikhs and hindus ... we lost it ...,implicit_hate,implicit_hate
lol you're jewish though . not white .,implicit_hate,implicit_hate
look at this  some angry black person . you were right they're all violent .,implicit_hate,implicit_hate
love you the bearer of aryan race ! ! see what is going on !,implicit_hate,implicit_hate
maga white cookouts would be nice .,implicit_hate,implicit_hate
make america white again : saturdays nationalist unity gathering | traditionalist youth network,implicit_hate,implicit_hate
maybe because somalis have a habit of being criminals people hate them ?,implicit_hate,implicit_hate
migrants change uk forever : white britons will be in minority by 2066 via,implicit_hate,implicit_hate
most jews follow / embrace their leaders anti white hate  thus most jews are not really ' good people ' like ramz says .,implicit_hate,implicit_hate
mr moshe it's such a complex issue - again  i do fault the media for 99 % of all thus silliness because the more hate they stir up the more money they make . i would say that used to be the case  now it's the opposite . every white person is a racist and all blacks are victims,implicit_hate,implicit_hate
music against the ' holocaust ' hoax ? : music can probably be a good weapon to amass awareness against lies . ther ...,implicit_hate,implicit_hate
muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d,implicit_hate,implicit_hate
muslims are always wanting to kill someone ! its their duty to kill the infidel .,implicit_hate,implicit_hate
muslims are commanded to kill all jews ! see verse :,implicit_hate,implicit_hate
muslims kill non-muslims because they kill non-muslims . period . vj is a hate america first-er . that's why obama hired him .,implicit_hate,implicit_hate
my white privilege ? see there's that again you know absolutely nothing about me or my family but i'm racist and get white privilege lol,implicit_hate,implicit_hate
nba's millonare anti-black racist jew tells girlfriend  ' in israel  blacks are treated like dogs ' | read more :,implicit_hate,implicit_hate
negroes have different reproductive strategy . they are more successful than whites  reproductively speaking .,implicit_hate,implicit_hate
never vote for somebody who doesn't say up front he is for the white race ! code words don't cut it !,implicit_hate,implicit_hate
nothing to see here . we all know black on black and black on white crime is,implicit_hate,implicit_hate
now they are calling for an invasion . this is white genocide ! !,implicit_hate,implicit_hate
now why would british jews want an influx of syrian moslems ?,implicit_hate,implicit_hate
our heroes will never be theirs . multiculturalism is a hoax . hail white america .,implicit_hate,implicit_hate
racist black thugs shoot white baby in the face for the fun of it via #flegs,implicit_hate,implicit_hate
see  literally being white is racist #whitegenocide,implicit_hate,implicit_hate
sellout debases himself to beg for jewish money & votes,implicit_hate,implicit_hate
selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,implicit_hate,implicit_hate
she doesn't want to be white  she married a stinking jew .,implicit_hate,implicit_hate
so ? welcome to the real world . this is what today's immigrants want to do to whites,implicit_hate,implicit_hate
so what's the conspiracy ? jews lied about white people who,implicit_hate,implicit_hate
some racist libtards say that if #trump wins  they will move to #canada . that's pretty funny ! why move to a white country  and not #mexico ?,implicit_hate,implicit_hate
speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica,implicit_hate,implicit_hate
stop #whitegenocide protect white children .,implicit_hate,implicit_hate
stop hurting white people .,implicit_hate,implicit_hate
thats why i always said he was a muslim president,implicit_hate,implicit_hate
the 1790 naturalization act explicitly stated that america was only for white,implicit_hate,implicit_hate
the left succeeded in deceit of equating white identity with white supremacy . here's the why :,implicit_hate,implicit_hate
the sign says : we're better will less white people than with more white people .,implicit_hate,implicit_hate
the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .,implicit_hate,implicit_hate
there is no black vs white issue in america there is muslims problem & they infiltrating black groups,implicit_hate,implicit_hate
there is no hate . what they want to root out is any form of white european identity . they have declared,implicit_hate,implicit_hate
there's tons of documented evidence that the white race is under attack.the straight white,implicit_hate,implicit_hate
they do stand for one thing : zionism.jew nationalism - good ! white nationalism - bad ! why is that ?,implicit_hate,implicit_hate
they've been hating for 1400 + years it tells th to do so in the quran and hadiths if you care to read up,implicit_hate,implicit_hate
this is aryan  no orthodox christian ; white & black is none of our business ; only aryans are invited,implicit_hate,implicit_hate
too bad your people are turning into soap in south africa .,implicit_hate,implicit_hate
trump supports jews . jews support whitegenocide . get the picture ?,implicit_hate,implicit_hate
trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,implicit_hate,implicit_hate
understanding women and how the jew ruined her and white society . pls ck my latest thx !,implicit_hate,implicit_hate
unity among white people is what makes america great ! minorities and diversity make america weak and our society crumble !,implicit_hate,implicit_hate
uplift of the day #expeltheinvaders #europeforeuropeans,implicit_hate,implicit_hate
using the enemy's anti-white hate propaganda . #wpww,implicit_hate,implicit_hate
we are subjected to anti-white hate : to blame for black fai,implicit_hate,implicit_hate
we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work,implicit_hate,implicit_hate
we must learn from the mistakes of our ancestors . hitler made a deal with them and look what they did to him .,implicit_hate,implicit_hate
we must secure the existence of our people and a future for white children .,implicit_hate,implicit_hate
well  that's all allah is teaching them  kill  kill  kill and then kill some more . such a violent religion .,implicit_hate,implicit_hate
well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .,implicit_hate,implicit_hate
what about the betsy ross flag  though ? back-to-basics white nationalism  13 white ethnostate,implicit_hate,implicit_hate
what is there to misunderstand about islamic ideology of kill  kill  kill and kill some more ?,implicit_hate,implicit_hate
what you call white supremacy is actually white competency,implicit_hate,implicit_hate
white children are disproportionately the v,implicit_hate,implicit_hate
white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .,implicit_hate,implicit_hate
white extinction is victory tbh,implicit_hate,implicit_hate
white genocide in america 1960-2060 #swrm #whitegenocide #america via,implicit_hate,implicit_hate
white genocide is worldwide  not just in america . it is something we can rally around in every white nation .,implicit_hate,implicit_hate
white people need to be self reliant no need to stand by for the jew grocery store to feed them,implicit_hate,implicit_hate
white power | read more : via,implicit_hate,implicit_hate
white pride worldwide hooded sweatshirt via,implicit_hate,implicit_hate
white protester attacked in #ferguson negrogeddon,implicit_hate,implicit_hate
white revolution is the only solution,implicit_hate,implicit_hate
white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww,implicit_hate,implicit_hate
white welcome aboard  glad to have you,implicit_hate,implicit_hate
white western race nations are going through a rat infestation & when the white westerners are gone the remaning races will still be just rats,implicit_hate,implicit_hate
whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p,implicit_hate,implicit_hate
who said white can't ? i'm sorry but it's white choice first then everything after . we see that in film  movies and daily living,implicit_hate,implicit_hate
why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .,implicit_hate,implicit_hate
why do we let jews control our society  frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto,implicit_hate,implicit_hate
will mike tell us how jewish wives are the last stand of implicit white identity ?,implicit_hate,implicit_hate
words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,implicit_hate,implicit_hate
worse than a loaded gun ! ! since guns don't kill people . only planned parenthood and devout muslims kill people,implicit_hate,implicit_hate
yet the only arrest made was a liberal  bernie voting  moslem . not one white trump voting racist . makes you think,implicit_hate,implicit_hate
you are just a video peddler you are misusing ns & ah ; not even knowing aryan race ; you must be a jew,implicit_hate,implicit_hate
you can go to the websiter my white brotherwww.theklanofamerica.com,implicit_hate,implicit_hate
you hate white people because we're better looking and we're smarter .,implicit_hate,implicit_hate
you know it's #fakenews when an organization cites anti-white hate groups like adl and splc.can you say gullible ? bwaaaaahahahahahaha ! !,implicit_hate,implicit_hate
you sound like a racist . do you hate white people  support genocide of native whites ?,implicit_hate,implicit_hate
you'd think a jew would be more sensitive about people getting gassed .,implicit_hate,implicit_hate
you're a white man  frank . you're automatically a fascist to these people . perhap,implicit_hate,implicit_hate
you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .,implicit_hate,implicit_hate
"  "" : blood & honour : the white aryan resistance t-shirt from the white resister : "" "" ; """,implicit_hate,implicit_hate
"  "" heritage not hate  guys ! the entire csa was black ! "" "" """,implicit_hate,implicit_hate
"  "" how the alt-right activist can avoid being doxed "" "" - fmi """,implicit_hate,implicit_hate
" #letspretend we are living in a  "" colorblind "" "" and "" "" postracial "" "" society  not an anti-white one """,implicit_hate,implicit_hate
" always place the race card first .  "" those racist muslims are ... "" "" or "" "" those racist supporters of islam ... "" "" """,implicit_hate,implicit_hate
" hr defends anybody not white and attacks whites in the name of  "" human rights . "" "" """,implicit_hate,implicit_hate
" it is equally prejudiced  albeit more empirically baseless  to assume that black people are harmless or  "" just like us "" "" """,implicit_hate,implicit_hate
" it's a hollow simulacrum of  "" white advocacy "" "" if jews are accepted as white """,implicit_hate,implicit_hate
" jews r an ancient tribe . they do not identify as  "" white "" "" . they actually hate white people ! """,implicit_hate,implicit_hate
" more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  "" holocaust "" "" """,implicit_hate,implicit_hate
" new  "" white privilege tax "" "" for all white people supported by minorities in shocking racism experiment """,implicit_hate,implicit_hate
" rt  "" it has finally hit them like a 2x4 between the eyes that white america is not the dying corpse they assumed it to be . "" "" - rocky suhayda """,implicit_hate,implicit_hate
" rt  "" sanctuary cities are asylums from criminal illegals "" "" - . at #cpac2017 """,implicit_hate,implicit_hate
" rt here we go   have fun with your anti-white  "" dear white people "" "" show . """,implicit_hate,implicit_hate
" rt putting the  "" white "" "" back in white house . love it ! """,implicit_hate,implicit_hate
" rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """,implicit_hate,implicit_hate
" the realist report :  "" the tattoo business as we know it was largely created by jews "" "" #withjewswelose """,implicit_hate,implicit_hate
" they are  "" cleansing "" "" the white man right out of existence ! """,implicit_hate,implicit_hate
" what is a  "" racist "" "" ? what is a "" "" hate group "" "" ? these are euphemisms created to prevent white self-determination & promote invasion """,implicit_hate,implicit_hate
" who is promoting  "" white privilege "" "" ? #withjewswelose """,implicit_hate,implicit_hate
" who'da thunk it ? rt : here's a new one :  "" obama is a jew "" "" via #tcot #tlot #wethepeople #becktips """,implicit_hate,implicit_hate
" your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """,implicit_hate,implicit_hate
#blacklivesmatter iand #antifa are the armed hands of the anti white  wealth redistribution & globalist elites,implicit_hate,implicit_hate
#macon ga : macon's mlk drive ebt marts are wrapped in anti-theft caging . and tacky  yellow anti-theft cages at that .,implicit_hate,implicit_hate
#whitepeople should donate to pro-white groups like   and,implicit_hate,implicit_hate
. best way to stop gun violence in america ? disarm all black people . #tcot #teaparty #sbpdl,implicit_hate,implicit_hate
2017 : white people not wanting to be demographically annihilated is white supremacist,implicit_hate,implicit_hate
: and as poor as they are  the predominantly white areas are still safer .,implicit_hate,implicit_hate
: antifa rally 45 % bull dikes 27 % beta cucks 18 % homos 100 %,implicit_hate,implicit_hate
: are you ready to offer your white children to the black hangman ? via,implicit_hate,implicit_hate
: at least 60 white south africans were murder by racist blacks in the past two months #fuckmandela,implicit_hate,implicit_hate
: hate posters ? you want hate buddy ? read the koran . good point  charles,implicit_hate,implicit_hate
: islam is not a race ? obama white house wants to change that via,implicit_hate,implicit_hate
: kkklankkk white brotherhood unite,implicit_hate,implicit_hate
: only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...,implicit_hate,implicit_hate
: the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration,implicit_hate,implicit_hate
: white girl shot to death for fun by black racist murders ! read more : via,implicit_hate,implicit_hate
: white pride radio 8p m est tonight . join in . we will support your shows when you have them .,implicit_hate,implicit_hate
african immigrant threatening a frightened native italian woman,implicit_hate,implicit_hate
aggressive hiv strain causes aids faster - african expected to bring it to the usa and europe via,implicit_hate,implicit_hate
agree . i'm sick of these self-hating behavior and attitude from whites nowadays . it's more common in usa / western europe .,implicit_hate,implicit_hate
all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash,implicit_hate,implicit_hate
americans = white people . this is our country  everybody else are guests .,implicit_hate,implicit_hate
another ( ( ( rabbi ) ) ) celebrates the destruction of the white race.it is time to wake up ! #whitegenocide,implicit_hate,implicit_hate
another california public school persecutes a white student . #tcot #whitepeople,implicit_hate,implicit_hate
anti white much ?,implicit_hate,implicit_hate
anti-racist equals anti-white billboard erected in arkansas ( video ) va,implicit_hate,implicit_hate
are you on a kill list ? islamic state has posted names of 15000 american citizens on kill lists . #scn,implicit_hate,implicit_hate
bachmann : will use loophole to pass immigration in the house via,implicit_hate,implicit_hate
because jews meddle too much  white christians gave 60 + million lives,implicit_hate,implicit_hate
black human rights campaigners managed it in the 50s and 60s.no good reason white human rights campaigners can't .,implicit_hate,implicit_hate
black on white crime unveiled : via,implicit_hate,implicit_hate
black people  no one is forcing you to stay in white america  you can go anytime .,implicit_hate,implicit_hate
black thug attacks old white man with urine because of slavery #swrm #blackthug #whiteman via,implicit_hate,implicit_hate
but they call us ( patriots ) the racist ...,implicit_hate,implicit_hate
confederate heritage is white american history .,implicit_hate,implicit_hate
considered to be us ! so get with the program and go all out white nationalist ! its the white thing to do !,implicit_hate,implicit_hate
cool so when black people kill each other you can't blame the white man !,implicit_hate,implicit_hate
cuckservatives : trump refuses to bow to political correctness on federaljudges,implicit_hate,implicit_hate
david duke is the white man's champion  however it's a losing battle . the white race is dying a face death .,implicit_hate,implicit_hate
degenerate black racist killed young white national socialist for swastika tattoo | read more : via,implicit_hate,implicit_hate
donald trump won't explain how muslim plan differs from nazis ' tracking of jews via #expeltheinvaders,implicit_hate,implicit_hate
every white area / country is the most modern  civilised & clean .. it's no wonder they want to flock like rats .. their countries will be empty one day while ours are over run with them .. its wrong ! people didn't fight & die to protect our countries to be over run today .,implicit_hate,implicit_hate
face it the white race is dying,implicit_hate,implicit_hate
fear of islam  far from being irrational  is mandatory because it has become more dangerous . daily wo,implicit_hate,implicit_hate
freeze religious proportion of voters at 1947 level  no voting right for having more than 2 children,implicit_hate,implicit_hate
french politician : france belongs to the white,implicit_hate,implicit_hate
frightened aren't you  it won't be long before whitey is walking thru the slums  hoping and preying for a white victory,implicit_hate,implicit_hate
gavin married non-white too . you can't get more anti-white  than not choosing a white partner .,implicit_hate,implicit_hate
golden dawn's leader interviewed about the holocaust myth ( video ) via,implicit_hate,implicit_hate
has started a campaign to claim tubman for the ( ( ( conservative ) / cuck movement . joins the pantheon with mlk .,implicit_hate,implicit_hate
hey robert  if the thesis of your book d . m . e is on to something  then this shakes islam at it's very foundations . am i right ?,implicit_hate,implicit_hate
i literally read a tweet from a lefty beggging for it to be a white male .,implicit_hate,implicit_hate
i support assad . i support white people having babies to increase the population . i hate the current trend of making white men look bad .,implicit_hate,implicit_hate
i will take white nationalism > jewish nationalism,implicit_hate,implicit_hate
i would make white babies with all of them thats what i am willing to do for the white race,implicit_hate,implicit_hate
i'm being ridiculed so often for wanting a white nation . sick of the faux white people . idiots they are .,implicit_hate,implicit_hate
if stalin a georgian jew  & adolf a jewish diaspora agent  antisemitismantijewish in unbotched dictionaries  jews safer ?,implicit_hate,implicit_hate
illegal aliens storm the beach in san diego  second attempt thwarted via #border #immigration #noamnesty,implicit_hate,implicit_hate
in order for jews to triumph  all it takes is for white men to do nothing .,implicit_hate,implicit_hate
ironically  didn't you say that you wanted to be segregated from whites ? you can't have it both ways  junior .,implicit_hate,implicit_hate
is a racist hispanic supremacist that hates white people and jokes about illegal aliens crapping in our american food supply .,implicit_hate,implicit_hate
its.time for the white people to ! ! ! #immigration,implicit_hate,implicit_hate
jew activist anetta kahane wants to destroy europe via non-white immigration ( video ) via,implicit_hate,implicit_hate
jewish fear and loathing of donald trump ( 5 ): would trumps defeat be blamed on jews ? via,implicit_hate,implicit_hate
just noticed that has very few if any black executive vice presidents . could be with better jobs more black fathers would want kids,implicit_hate,implicit_hate
keep up the great work . yo guys are literally the only white race advocates that physically do stuff .,implicit_hate,implicit_hate
legal rule of law immigration . adopt mexico's immigration law & no voting rights  period !,implicit_hate,implicit_hate
liberal democrats hate white people and despise america ! where is the kgb when you need them ? #putin,implicit_hate,implicit_hate
look at white civilization and look at non-white,implicit_hate,implicit_hate
milo boasts about getting railed for 18 hours by his black boyfriend . he bathes in blood . that's terrible optics in the south,implicit_hate,implicit_hate
more people are shot in chicago in a week than at sandy hook . should black people have the civil right to own firearms ? #nra,implicit_hate,implicit_hate
not to be racist but talk about black privilege ... if it were white people media would b,implicit_hate,implicit_hate
not white in the head - breitbart via,implicit_hate,implicit_hate
o transgender regs threaten freedom of physicianssex means gender identity .,implicit_hate,implicit_hate
oh how i wish a man with a machine gun was there ! wake up white people ! they hate us !,implicit_hate,implicit_hate
oprah knows what to do: kill white people ! ! ! #altrightrecent black on white and black on asian murders with oprah !,implicit_hate,implicit_hate
or white genocide,implicit_hate,implicit_hate
originator of the white genocide mantra will be hosting a discussion on white genocide . please rt .,implicit_hate,implicit_hate
our people here in america who have no jobs . must come first red yellow black blue purple white skinny tall short fat americans,implicit_hate,implicit_hate
polish media aren't occupied with endless tokenism ... yet .,implicit_hate,implicit_hate
pro-american pro-identitarian easily defensible easy to understand great optics .,implicit_hate,implicit_hate
right . im questioning if this was a legit event tho - it looks like a hoax perpetrated by the jewish owned mass media tbh,implicit_hate,implicit_hate
rt : black on white murders grow more sadistic in south africa ( video ) via,implicit_hate,implicit_hate
satan's islam : all evils,implicit_hate,implicit_hate
so dan carlin is uninformed about the nordics coming to america first ? that's testament to the anti-white narrative,implicit_hate,implicit_hate
so is the white hating  jew hating cult  the nation of islam . what's your point ?,implicit_hate,implicit_hate
soon  white people will not be a majority anywhere . you believe,implicit_hate,implicit_hate
sorry but black people with funny names murder each other in birmingham  new orleans  and detroit .,implicit_hate,implicit_hate
strong message from poland : stop anti-white racism ! via,implicit_hate,implicit_hate
the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose,implicit_hate,implicit_hate
the 95 percent white gop invited a muslim activist who believes that white males are terrorists to their debate . #whitegenocide,implicit_hate,implicit_hate
